,cat__Mjob_at_home,cat__Mjob_health,cat__Mjob_other,cat__Mjob_services,cat__Mjob_teacher,cat__Fjob_at_home,cat__Fjob_health,cat__Fjob_other,cat__Fjob_services,cat__Fjob_teacher,cat__reason_course,cat__reason_home,cat__reason_other,cat__reason_reputation,cat__guardian_father,cat__guardian_mother,cat__guardian_other,num__age,num__Medu,num__Fedu,num__traveltime,num__studytime,num__failures,num__famrel,num__freetime,num__goout,num__Dalc,num__Walc,num__health,num__absences,num__G1,num__G2,sex_binary,G3
324,0.6412850355734202,0.5033307996272378,0.5872816921080851,0.7030071608716586,0.40989867077164827,0.668762291639802,0.5256409756805039,0.559273468646615,0.3908880253421291,0.41127672638830864,0.3820340058186127,0.2534268629396563,0.46954804108523895,0.6922547492260496,0.38071775609188774,0.5927259748116478,0.8127551713100121,0.4502462531161245,0.5265821883383234,0.3209056267498783,0.25670397192345845,0.5681058820608025,0.45945471554661,0.47992583953840623,0.3350782721588262,0.7073301600652309,0.2529995233013714,0.5157888712975212,0.47622775439967646,0.2827578638084056,0.42740641987788364,0.30929630668986213,0.0,1.0
184,0.564954664489749,0.47643368612437764,0.6588718372593695,0.750505496793647,0.4656118852356072,0.5672121525355132,0.4280441150656685,0.5486481278344015,0.4380147914078918,0.37521997850563754,0.3901491642340044,0.20618695006224844,0.5419160999602763,0.6798541071034307,0.32156401110240335,0.6054876727476114,0.8437592933512381,0.4626218766040511,0.577348851274656,0.39842789619014723,0.27548682774339156,0.5336231470705057,0.4675404921856842,0.4457239824523131,0.3577969013052065,0.6191140975466712,0.2513795059844698,0.5274271064845379,0.37071886164557166,0.3146745831169535,0.36385113462396107,0.35858450594048646,0.0,1.0
79,0.5761027870812944,0.4887977566119005,0.6469598152168886,0.7483010261261349,0.45172130474289557,0.5844441659685908,0.4477629433202905,0.5706106929937427,0.4406694451597563,0.39863183563501814,0.38902923727037786,0.19933351143982492,0.5197873801249383,0.6915457451886321,0.3145232851677984,0.6147299859218212,0.8403897655465231,0.4761994483324441,0.5589461306417141,0.37554879646623374,0.2938737955817428,0.5472118932657115,0.4836198108391514,0.4567717856179816,0.38362798959359656,0.6444703196459356,0.2476109789936582,0.5241488695422085,0.38795238155539735,0.3051593773266103,0.3515313046485745,0.3512319209782054,0.0,1.0
346,0.5171670369367178,0.48001636060668756,0.6786498899743193,0.7495100126393692,0.5347610816467556,0.5976734452311648,0.44491087429669607,0.5042848468130338,0.3809407053130773,0.4301841241687624,0.36196842899284254,0.20176230869756245,0.5326896171177643,0.6433486159530923,0.32996687022242627,0.6068734385421114,0.8224021219459224,0.5207397606933334,0.5877697176714587,0.4544960087517715,0.22086275504048913,0.5490660144041861,0.5086190530486046,0.4727117821518111,0.30310178120234543,0.6335007825159149,0.2417423821472129,0.5859675073622508,0.383076359699086,0.3192322591380616,0.3775428147026562,0.3163001891347354,1.0,1.0
299,0.5017992233155906,0.46593819558166893,0.696113457046119,0.766105531320691,0.5446081491785684,0.5601973251780846,0.4122944156438614,0.5066912491636795,0.40956719605368086,0.4060340542895221,0.36421737651181374,0.186821790668165,0.5529425728689523,0.6484933626587908,0.30999798062450684,0.6158100076262429,0.8348529115813593,0.5142561728218109,0.6030703966789782,0.4732748502267798,0.2386029644378577,0.5402028447601604,0.5035361970373566,0.453390369673707,0.3249965399505738,0.6010722386609355,0.23868619633051993,0.5823046501999397,0.3444135380343613,0.32890482487697525,0.3548317186575525,0.3409793610974149,1.0,1.0
334,0.6313473627503797,0.5194129184541192,0.5919898944308509,0.7146119844404102,0.4079062980851137,0.6690828262309169,0.5302809375463433,0.5934424579179088,0.4054023073241612,0.44914586656397965,0.3819464674685117,0.22415628046085617,0.4535028847752987,0.7055816550822765,0.34784985007681624,0.6127836182092823,0.8154729984223761,0.4855564629002299,0.510057715993242,0.3083859518503371,0.29179690538928005,0.5815407239338939,0.4964717471539871,0.4928035231615603,0.38447655065433367,0.7267041175471434,0.24596252786634315,0.5180918861327435,0.47459578393324414,0.27614847410380605,0.3837504846732049,0.3078624744428309,0.0,1.0
108,0.5841695261926285,0.47533463636755713,0.6334385388057503,0.7455969887183498,0.46429991154182176,0.5999551662835555,0.46522598446832836,0.5590234358441173,0.44063239089223516,0.39458738354726997,0.36880894047910806,0.20505413919705437,0.4973926932845945,0.6976054389444344,0.32630587099075176,0.6280140392358388,0.8308860188225566,0.4756901494204017,0.5580766794251043,0.3843014605458801,0.29116735459016213,0.5670396311168697,0.4813927906768205,0.4501888213558892,0.3885013152954578,0.648957847917039,0.2340372292159426,0.5365990338079084,0.3926828726509357,0.30317924443025385,0.36386687596621237,0.34692578443261474,1.0,1.0
215,0.5958741751785801,0.4854054911126636,0.6367458108093766,0.7558730365571732,0.4241833426424608,0.5690676848014966,0.4427573123595213,0.6027201055345864,0.4806401863109058,0.381537418254111,0.3944874978580397,0.188398805496391,0.5115213874319531,0.7189673143826778,0.297375220452606,0.6302923248831687,0.8503630521808412,0.4614130253555047,0.5492256903665246,0.34994910659698697,0.33829514763042,0.5523716644952089,0.4774934989282185,0.44243972022832945,0.4384126687750621,0.6414573640435841,0.24278473852738866,0.5010250988279837,0.37571248098165216,0.30105658896863935,0.3268008868349473,0.3743582469753645,0.0,1.0
158,0.6253010063138594,0.5106788620989432,0.6217970759514772,0.7286368371802088,0.3786685335200947,0.5936894571762338,0.45850275734858453,0.6021324970627261,0.4449470079911344,0.3814821367856508,0.42435328310741355,0.22266383081215557,0.5251861057443681,0.7039402455785195,0.33012893352430067,0.5868664665029194,0.8486344915070183,0.43311377441292215,0.5375835548548669,0.30719509070799106,0.3067666626212592,0.5263644008899615,0.45247246244624517,0.462595064544311,0.3817075395237788,0.6643405637817347,0.27163129576083067,0.4742221893698668,0.4216217795096041,0.29345234454739805,0.3686386773426682,0.3567930817640595,1.0,1.0
46,0.5678558396462425,0.47887534664822756,0.6437340658829251,0.7355308094609245,0.48554227184144605,0.6122157599482887,0.46629822685614075,0.5247070006802329,0.3993084032397369,0.4033265067666346,0.36900705900521025,0.22156905633487056,0.513127297360741,0.6678509381327142,0.3480486660026845,0.605112455994242,0.8228849580725348,0.4808654526121543,0.570012297797331,0.4067624108912326,0.24224851718164264,0.5546110778282916,0.4787372994388265,0.46289995195954303,0.3245494589838865,0.6479729286659691,0.24380057313519132,0.5537916926219206,0.40547636656224495,0.3083240433242585,0.39509203007146754,0.32597582151917426,0.0,1.0
147,0.6520412908074662,0.5195911068072238,0.5955822457307,0.7045543813624109,0.3642811802948207,0.6385416235717644,0.49748338008664894,0.5893321846561292,0.41032391554745107,0.3926820310700858,0.4205384621392717,0.2516145863088414,0.5033845531436449,0.6971706284913025,0.36629807174654994,0.571560836998465,0.8329393689971339,0.4244123754737519,0.5238955652178814,0.28605371312212824,0.2776123686583313,0.5345291207869726,0.44256660906507844,0.47816336633551804,0.34405596595952737,0.6961993411578201,0.27614163876756853,0.4753338834921318,0.46816799438708656,0.28343363501259555,0.4113805047057505,0.3303742366191355,0.0,1.0
371,0.6121254033976611,0.5157905576579458,0.6276531770050223,0.7285572922162873,0.39427110635146284,0.6026765746094938,0.4637731542046761,0.5950427883216444,0.42933046296993493,0.4017348019411312,0.4191905163032227,0.21915391108938337,0.5223127125084455,0.6946281473408316,0.3292863583830199,0.5869405157376724,0.84350161113919,0.45219540644859924,0.5376492497277561,0.3181481013018579,0.2949039462379104,0.5300428151311628,0.4673768373522753,0.473086653362223,0.370009789636309,0.6718802954118731,0.2702537457604976,0.4885122999819243,0.4270512693356362,0.2935015723088376,0.3682759359832517,0.34428418834496277,1.0,1.0
241,0.5278807900783642,0.4774218828147483,0.677972602330745,0.7530518589207081,0.5138027563228633,0.5784541993035921,0.43033337391587545,0.5185642760372235,0.40349574849627423,0.40747366913602323,0.37410471855301364,0.20053317318851038,0.5436999449887168,0.6540207769270308,0.3230460335701152,0.605341183749753,0.832755114139164,0.5001989011798266,0.588532212801631,0.44037870964163833,0.23997176767133693,0.5389562295786744,0.4937491826484499,0.46101033399446767,0.3212827304148842,0.6210379808488936,0.24644533803469126,0.5653582292448838,0.3708720850345108,0.32038164369213173,0.36884881018898596,0.3348997096786848,1.0,1.0
122,0.5871030516705911,0.5113656947051497,0.6335524180972377,0.710357887306992,0.4486002606385918,0.6425981470110352,0.4861959012530699,0.5270117741856126,0.3562908444431655,0.42407883655576983,0.39641499671282276,0.24784026442770982,0.5222723437687269,0.6493909521265782,0.3735967055006395,0.5650617477891611,0.8186530322338001,0.4716424509904579,0.554818064569756,0.36755723262865736,0.21018328258539742,0.5329733973405976,0.47058769337037765,0.492792143981687,0.2699036029761489,0.6798903934224707,0.27097814804932213,0.5358853514864408,0.45500093348006704,0.2993076809687049,0.42788392634809364,0.3000521404112063,0.0,1.0
355,0.5914884709345294,0.545409753707991,0.6276134868431904,0.6994843985370282,0.4292620076048406,0.6734637461701556,0.5117013840483338,0.5481650354106199,0.32933212434995074,0.47420253183143113,0.4086988576409013,0.24587387062033342,0.509228196175029,0.6439956577594339,0.37122426282588383,0.5543368794185803,0.8127573342742396,0.49819251018291477,0.5309108421569454,0.33576395790194086,0.20737138665346883,0.5343005881314323,0.49713592857880523,0.5265898082597982,0.26336201896743977,0.7222962766174046,0.2813063111459166,0.533387794793161,0.49405603021852784,0.2870761327886448,0.423166252486871,0.27373442143733506,0.0,1.0
119,0.59430819643232,0.48492619808321413,0.636026519936831,0.7336988559283072,0.43827181687362876,0.5934506397452426,0.4530763117000154,0.5527641819445259,0.42564961398164075,0.37542486636824324,0.3949826750752603,0.22602114551832736,0.5275664162730013,0.6835548168593888,0.34326331938057913,0.5944142894769453,0.8375097389061532,0.4464958460270044,0.5631677899198666,0.3681491799908147,0.2688543009807989,0.5361817763181254,0.45454968740059376,0.45329315198542525,0.3454819880076266,0.6416250790453608,0.25730130607173063,0.5146232175552956,0.4028713005927865,0.305584392750216,0.3883339289898363,0.34802680935592045,1.0,1.0
25,0.549748836786454,0.508663059359528,0.6595636824985532,0.7387390529991958,0.47913833929474026,0.6130447371311771,0.46286396329000423,0.5470469908410388,0.38627157397084816,0.44653866892901484,0.38662808833235596,0.20401198356014436,0.5221481732776976,0.659126999015443,0.32566033472172357,0.5971404597490362,0.8270955491317836,0.512972415614619,0.5589539733290985,0.3937732405393448,0.24737008601191607,0.5443826787818725,0.5100926226223381,0.48914207566323586,0.3267885732709063,0.6669088476714246,0.2553130457142919,0.55256334145656,0.41497204377081237,0.30463633762920544,0.3683673778969736,0.31374413595476763,0.0,1.0
91,0.5944739308591881,0.4820890189635193,0.6368498171811633,0.7511098436822454,0.4312420563914993,0.5740287261736489,0.44446208065988313,0.5872522677619024,0.4679457139881241,0.37711200635810377,0.39212117306110905,0.1979980093787922,0.515287396815943,0.7101362082942722,0.30959806224952663,0.6229121654531046,0.8467603827557746,0.4568900044732947,0.5547242378277705,0.358540867155684,0.32007669417192885,0.5495060291168159,0.4705432225963362,0.4427573645300937,0.41503269730163794,0.6386927217207392,0.24473378592760064,0.5064081876378911,0.37983642520223526,0.30314070898475864,0.3432069314970354,0.36881147530905,0.0,1.0
284,0.6004193255643555,0.5663221306474935,0.6229875391623767,0.7003416062110841,0.4026174868595258,0.6781171253155762,0.5192397444416058,0.5832449280727577,0.3384599474404258,0.49800590381424714,0.4217894885711028,0.2332472737583008,0.5003360584481231,0.6561897429276765,0.3533951854852677,0.5574740463883291,0.8172443066088328,0.5101179405877018,0.511315353190804,0.3028328322727512,0.23494506573853077,0.5357896425324182,0.5140940900005988,0.5398797905084911,0.29516510147794567,0.7445024657027258,0.28566361611665514,0.5182302107641835,0.5063115553637869,0.27811613270660107,0.3983807090787265,0.2728314408050846,0.0,1.0
53,0.5583369830341892,0.49974496507641697,0.66493083989365,0.7447511513742534,0.45737956601972524,0.5783963431129803,0.43320374035364007,0.55617987970889,0.4153477432577857,0.40516838418883905,0.40409318156558593,0.20525332960129,0.5482558008355702,0.6676679221296121,0.3191352021236405,0.5903400906611115,0.842944923545061,0.4791602285175846,0.5688126771547686,0.3855890138901465,0.2644399977815296,0.5236979616842794,0.4827358848585945,0.4684056909914266,0.3388754008656281,0.6378896627706255,0.26382591337461564,0.5261501088610012,0.39005671556244104,0.3108127603108614,0.36192003248836374,0.3423826712930057,0.0,1.0
